"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Arthonia orbygniae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Arthonia pocsii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Arthonia radiata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Arthonia santessonii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Arthonia subcaesia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Arthonia trilocularis";0;0;0;0;1;0;0;1;0;0;0;0;0;0;2
"Arthrinium arundinis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Arthrinium arundinis ";0;0;1;1;0;0;0;0;0;0;0;0;1;1;4
"Arthrinium phaeospermum";0;0;0;1;0;0;0;0;0;1;0;0;1;0;3
"Arthrinium sacchari";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Arthrobotrys superbus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Arthrobotrys thaumasius";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aschersonia coffeae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aschersonia crenulata";0;0;0;1;0;0;0;0;0;0;0;1;1;0;3
"Aschersonia flavescens";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aschersonia hypocreoidea";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Aschersonia napoleonae";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Aschersonia zenkeri";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Ascochyta heveae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ascochyta melongenae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Ascochyta ricinella";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ascochyta socia";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ascochyta sorghi";1;1;0;0;1;0;1;0;1;1;1;1;0;1;9
"Ascochytopsis vignae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Aspergillus aculeatus";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Aspergillus amstelodami";1;0;1;0;0;0;0;0;1;0;1;0;0;1;5
"Aspergillus angustatus";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Aspergillus anthodesmis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus aureolus";0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"Aspergillus aureoluteus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus aureoterreus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus awamori";0;0;0;0;0;0;1;0;1;0;1;0;0;0;3
"Aspergillus candidus";1;0;0;1;0;0;1;0;0;0;1;0;1;0;5
"Aspergillus carbonarius";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus carneus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus chevalieri";0;0;1;1;0;0;0;0;0;0;1;0;0;0;3
"Aspergillus clavatus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus coremiiformis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus cremeus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus elegans";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus ficuum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus fischeri";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus flavipes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus flavofurcatus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus flavus";1;1;1;1;1;0;1;0;1;1;1;0;1;1;11
"Aspergillus fumigatus";1;0;0;1;1;0;1;0;0;0;1;0;0;0;5
"Aspergillus funiculosus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus giganteus";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Aspergillus glaucus";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Aspergillus gracilis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus granulosus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus heteromorphus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus implicatus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus insuetus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus ivoriensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus japonicus";0;0;0;1;0;0;0;1;0;0;0;0;1;0;3
"Aspergillus korhogoensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus longivesica";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus melleus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus minisclerotigenes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus neoniveus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus nidulans";0;0;0;1;0;0;0;1;0;0;1;0;0;0;3
"Aspergillus niger";1;0;1;1;1;0;1;0;1;0;1;0;1;1;9
"Aspergillus novoparasiticus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus ochraceoroseus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus ochraceus";1;0;0;1;0;0;0;0;0;0;1;0;1;0;4
"Aspergillus parasiticus";1;0;1;0;0;0;0;0;1;0;1;0;0;1;5
"Aspergillus parvulus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus proliferans";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus quadrilineatus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus rambellii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aspergillus reptans";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus ruber";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Aspergillus sclerotiorum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus silvaticus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus sulphureus";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Aspergillus sydowii";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Aspergillus tamarii";0;0;1;1;0;0;0;0;0;0;1;0;1;0;4
"Aspergillus terreus";1;0;0;1;1;0;1;0;0;0;1;0;0;0;5
"Aspergillus terricola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Aspergillus tritici";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus tubingensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus ustus";1;0;0;1;1;0;0;0;1;0;1;0;0;1;6
"Aspergillus versicolor";1;0;1;1;0;0;1;0;1;0;1;0;1;0;7
"Aspergillus violaceobrunneus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspergillus violaceofuscus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Aspergillus violaceus";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Aspergillus wentii";1;0;0;1;0;0;0;0;0;0;0;0;1;0;3
"Asperisporium caricae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Aspidella aureofloccosa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Asproinocybe russuloides";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Asteridiella anthocleistae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella atricha";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella bersamae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella capparis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella combreti";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella cordiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella cyclopoda";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Asteridiella deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella diospyricola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella ekebergiae ";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Asteridiella entebbeensis";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Asteridiella fici";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella glabra";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Asteridiella hansfordii";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Asteridiella harunganae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asteridiella hippocrateae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella homalii-angustifolii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella hughesii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asteridiella irregularis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella lagunculariae ";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Asteridiella melastomatacearum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella naucleae";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Asteridiella phyllanthi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella plumeriae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella premnae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella salaciae-erectae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella sarcocephali";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella sepulta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella soyauxiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella terminaliae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella tetracerae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella thunbergiae-chrysopis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella triloba";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteridiella ugandensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asteridiella voacangae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina aburiensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina alchorneae";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Asterina artabotrydis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina azarae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina baphiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina blanda";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina capparis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina chlorophorae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina cissi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina clasterosporium";1;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"Asterina combreti";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Asterina concinna";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina connectilis";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Asterina contigua";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina deightonii";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina deviata";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Asterina diplocarpa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina disseminata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina funtumiae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina grewiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina grewiae var. granulosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina hapala";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina homalii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina homaliicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina hystrix";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Asterina incilis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina jaundeae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina lawsoniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina leeae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina leonensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina manihotis";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Asterina opiliae";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Asterina pleioceratis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina pycnanthi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina radiofissilis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina scaberrima";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina scitula";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina scruposa";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Asterina spathodeae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina spissa";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterina sponiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina strophanthi";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Asterina tertia";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina thunbergiicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterina tragiae";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Asterina trichiliae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina turraeae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterina xumenensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterinella entebbeensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterinella pseudospondiadis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterinella puyana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Asterinella stuhlmannii";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterolibertia burchelliae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Asterolibertia flabellariae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asterolibertia parinarii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Asteromella derridis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Asterostomella caricae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterostomella walleniae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterostomopsis ghanaensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterostomula pseudospondiadis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Asterostroma echinosporum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Asterothyrium argenteum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Asterothyrium microsporum";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Asterothyrium monosporum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Asterothyrium octomerum";0;0;0;1;1;0;1;0;0;0;1;0;0;1;5
"Asterothyrium pittieri";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Asterothyrium rotuliforme";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Astrochapsa fusca";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Athelia rolfsii";1;0;1;1;0;0;1;0;0;0;1;1;1;0;7
"Atheniella adonis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Atractilina parasitica";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Auerswaldia excoriata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Auerswaldia robertiana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Aulaxina dictyospora";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Aulaxina epiphylla";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Aulaxina microphana";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Aulaxina minuta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Aulaxina opegraphina";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Aulaxina quadrangula";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Auricularia auricula-judae";1;0;0;1;0;0;1;0;0;0;1;1;1;0;6
"Auricularia cornea";1;0;0;1;0;0;1;0;0;0;1;0;1;1;6
"Auricularia delicata";0;0;0;1;1;0;1;0;0;0;1;0;1;1;6
"Auricularia fuscosuccinea";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Auricularia mesenterica";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Auricularia nigricans";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Auricularia nigricans ";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Auricularia sambucina";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Autoicomyces falcifer";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Autophagomyces tiwaiensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bacidia aurantiaca";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidia carnea";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidia golugensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bacidia heteroloma";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bacidia infuscata";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Bacidia myriocarpa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidia nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Bacidia paradoxa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidia sorediantha";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bacidia stanhopeae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bacidia ziamensis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidina apiahica";0;0;0;0;1;0;0;0;0;0;1;0;0;1;3
"Bacidina defecta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bacidina pallidocarnea";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Bacidina scutellifera";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bactrodesmium papyricola";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Badimia dimidiata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Badimia polillensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bagliettoa sphinctrina";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balansia andropogonis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balansia claviceps";0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
"Balansia concinna";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balansia henningsiana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Balansia oryzae-sativae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Balansia sacchari";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Balansiopsis schumanniana ";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Balladyna deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balladyna leonensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Balladyna parva";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Balladyna vanderystii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balladyna velutina";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Balladynella palmicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Balladynopsis crossopterygis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bapalmuia ivoriensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bapalmuia palmularis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bartalinia robillardoides";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Barubria fuscorubra";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Bathelium lineare";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bathelium mastoideum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bathelium nigroporum";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Bathelium sphaericum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Batkoa apiculata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Beauveria bassiana";1;0;0;1;0;0;1;0;0;0;0;0;1;0;4
"Bellulicauda dialii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Beltrania africana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Beltrania rhombica";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Beltraniella clara";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Beltraniella lyrata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Beltraniopsis fabularis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Beniowskia sphaeroidea";0;0;0;0;1;0;0;0;0;0;1;0;1;0;3
"Berkleasmium leonense";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bidenticula cannae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bilimbia sublecanorina";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Bilimbia tricholoma";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bionectria ochroleuca";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Bipolaris cookei";0;1;0;0;0;0;0;0;0;0;1;0;0;1;3
"Bipolaris cynodontis";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Bipolaris heveae";0;0;0;1;1;0;1;1;0;0;0;0;0;0;4
"Bipolaris maydis";1;1;0;1;1;0;1;0;0;0;1;1;1;1;9
"Bipolaris oryzae";0;1;1;1;1;0;1;0;1;0;1;1;1;1;10
"Bipolaris papendorfii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bipolaris sacchari";0;0;0;0;0;0;0;0;0;0;1;1;1;0;3
"Bipolaris sorokiniana";0;1;0;1;0;0;0;0;0;0;1;0;0;0;3
"Bipolaris triticicola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bipolaris zeicola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Biscogniauxia capnodes";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Biscogniauxia citriformis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Biscogniauxia pithodes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Bispora betulina";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Bisporella citrina";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bitunicostilbe clavata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Bjerkandera adusta";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"Bjerkandera fumosa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Blakeslea trispora";0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"Boeremia exigua";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Boeremia lycopersici";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"Boidinia borbonica";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bolbitius acer";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bolbitius titubans";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Boletellus lepidospora";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Boletellus linderi";0;0;0;0;0;0;1;1;0;0;0;0;0;1;3
"Boletellus longipes";0;0;0;1;0;0;1;0;0;0;0;0;0;1;3
"Boletus loosei";1;0;0;0;0;0;1;0;0;0;0;0;0;1;3
"Boletus loricaceus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Boletus njalaensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Boletus pallidissimus";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Boletus pseudoloosii";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Bombyliospora endoleucitis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bombyliospora nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bombyliospora thoroldii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Bombyliospora togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Bordea castellinii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Botryodiplodia caricae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Botryodiplodia manilensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Botryodiplodia palmarum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Botryodiplodia ribis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Botryosphaeria dothidea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Botryosphaeria elaeidis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Botryosphaeria plicatula";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Botryosporium hughesii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Botryosporium longibrachiatum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Botrytis cinerea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Bovetia diospyri";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Bovista aestivalis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Bovista amethystina";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"Bovista pusilla";0;0;0;1;0;0;0;0;1;0;1;0;0;1;4
"Brachysporiella gayana";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Brasilicia dimerelloides";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Brasilicia foliicola";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Brevistachys subsimplex";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Brigantiaea tricolor";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Brobdingnagia nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Brooksia tropicalis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
